vert1_id,vert2_id,message_text,SKI,MKI,DKI,SKC,MKC,DKC,week,is_reply,participatory_role
B,O,"O you have made several nice points and I really agree with the importance of personal connection that the power that it has over learning.  I know for me as a learning if I am able to connect current material with past material, I have a much deeper understanding and ability to expand on the material.  The reflection process often provides the opportunity for connection as you think about what you have learned and how it relates to your current situation or past experiences.",0,0,0,0,1,0,Week 08,0,Starter
E,O,"O,__Thanks for highlighting the process check piece and its relation to adult learners. I think understanding students prior knowledge is always important but you make an important point with respect to valuing it with adult learners and not making assumptions about what is automatic with adult learners metacognition",0,0,0,0,1,0,Week 08,0,Regular
R,O,"Hi, O, I really agree with your point ""The check-in with students about their expectations about what they are learning is important for the instructor to stay up-to-date"". After I read those two chapters, I decide to add the ""expectation"" part in my online course :) This part can goes at the beginning of the class and also goes during the process. This would be helpful for instructors to modulate and for students to reflect and achieve in-depth thinking",0,0,0,0,1,0,Week 08,0,Leader
T,O,"O,Thank you for bringing up the quote on p.167. I had chosen the same passage for its application in my own teaching experiences. It has definately helped me be more comfortable in this course and I am sure others feel the same way. I can't remember who said this to me once but it goes something like this, Everyone has a story and they are just looking for someone to listen to it.""Out of curiosity, what was the name of the book you were reading that had a similar reference?I have never spent time out of education, but I am curious as how the content from Chapter 8 might be applied to in other professional situations.",0,0,0,1,1,0,Week 08,0,Starter
O,T,"Hi T, The book is ""Telling Ain't Training"" by Stolovich and Keeps, and I really recommend it! Even though it's technically about ""training"", it has a lot of interesting ideas for teaching in general and is written in a very friendly, easy-to-understand style. There is a really interesting section on metacognition and how you can recognize it and cultivate it in your students. I think there are a lot of connections between chapter 8 and professional environments, but one that pops into my head right now is the importance of good feedback. At least for myself, it's more motivational if I get really specific feedback on something to fix than really generic positive feedback. At least in my experience, it's really rare to get very specific feedback, positive or negative, from a supervisor. ",0,0,0,1,1,0,Week 08,0,Influencer
N,O,"Hi, O:You certainly identified some key points from the reading that also resonated with me. For example that notion that the instructor needs to check in with students to determine what they are learning. When I thought about your post later on, however, I concluded that much of the ideas presented in the book are really common sense practices that instructors commonly adopt or should adopt. The structure of this course mirrors almost exactly many of the ideas presented in the book. Kukos to Instructor!One area that I struggle with in chapter 8 concerns collaboration. While in general I agree that collaboration is beneficial for all (students and instructor), I felt that the book did not address what happens when individual students have different learning objectives or career goals. And what about when students have different learning styles? ",0,0,0,0,2,0,Week 08,0,Regular
M,ins,"Hi Everyone,I'm in a coffee shop, so I am opting to write (both for privacy and bandwidth), but isn't this the fun of taking an online class -- you can do it in a coffee shop!Some highlights for me:I'm a big fan of ""dialogue as inquiry"" as stated on pages 170-171.  It reminds me of the purpose of social studies education (which I am studying).  Schools are perhaps the most democratic places students will find themselves in.  That is, outside of school students are often with like-minded people, either through their own friends, parents' friends, relatives, religious organizations etc.  It is in school that we need to develop their ability to dialogue with people unlike themselves.  In an online environment, as the authors suggest, this kind of dialogue is set up right away and it builds.  If the instructor provides ""encouraging expansive questions"" and steps back the students will take over the dialogue.  The authors use Brookfield and Preskill's findings (2005) stating as such, ""the more successful students are at collaborating, the more they will seek it out"" (p. 171).  In my experiences of both teaching online and f-2-f, it seems in the online environment this collaboration, while sometimes more difficult actually produces better results.  The process matters!Another highlight for me is ""learning about technology by using it"", pages 195-196.  Simply put, I want my mom and dad to take an online class!  They keep asking me questions about technology that are out of context and it's extremely frustrating.  I strongly believe that if they took an online class they would not only gain confidence in their technological skills, but recognize the power of technology to learn in ways that meets the needs of the adult learner.Connections/Disconnections among readings:This book must have been difficult to write.  I say this because everything is so connected.  Topics loop and loop again.  Transformative learning takes place through the collaborative process, right?  At least that's how I see it.  Through collaboration and learning about your own strengths and weaknesses of collaborating with others you can't help but transform.  You cannot help but reflect on how it is going and your own role and how you would do it better.  So, to me it's all one big string that is looping back on itself.Connections/Disconnections to other topics in class:I'm still a little caught up in communities of practice.  I think that they can be wonderful and amazing if everyone is committed to them.  Otherwise, it could simply be a bunch of people who happen to do the same thing and they talk about it sometimes.  This is where the reflection piece discussed in Chapter 9 becomes important.  I think I'd like to see more reflection both individuals and the group would be important in a community of practice.  Otherwise, the potential for growth as a community become limited.  Through reflection you get to see your strengths and areas for growth.Puzzle:As I read the text, it mirrors my experiences as an online instructor and as an online student.  That is, they really push for the instructor to set up the class for student interaction and if the instructor does it well, they can step out of the way.  OK, yes.  I have learned several things I will do next time I teach online - yippee!  However, I'm still left wondering what online learning looks like for a content specific class, such as biology or history, where they are taught in a traditional lecture style format.  I want to see what that looks like done well, following what the text says we ought to do.  Has anyone seen that? Experienced it? What was it like?",0,1,4,0,0,0,Week 08,1,Leader
B,M,"M- your second quote ""learning about technology by using it"" was something that caught my eye as well.  I started online learning three years ago and I can't believe how far I have come.  Technology like many other things is something that is ever changing and you must use it to stay up on the skills.  I also think that technology is ""scary"" for many users and you must be able to get over this to be able to take the leap and learn.  Online classes are an exciting way to learn and to connect with others.  I am hoping that someday I will be able to launch an online parenting class.  We will see but this class has really been helpful in learning so much about communities",0,0,0,0,1,0,Week 08,0,Starter
C,M,"A faculty member at the U of M, Prof. Chris Cramer, with the Department of Chemistry, has a MOOC - online right now on Thermodynamics. It's worth taking  look at his Coursera page, https://www.coursera.org/course/thermodynamics, to learn about what he does in the course. Page 138 in the book also talks about a statistics course using the ""fishbowl"" technique that might be of interest to you.",0,0,0,1,0,0,Week 08,0,Regular
R,C,"this is very impressive, thanks for sharing this, C! The only way I know to teach content-based disciplines is flipped classroom :)",0,0,0,1,0,0,Week 08,0,Leader
O,M,"Hi M, some things about your response jumped out at me. I thought for a while about if school is the most democratic place students actually find themselves in. Maybe democratic isn't so much the descriptive word I would use as diverse. I guess at least from my experience, not all schools are either that democratic or that diverse (although some are), but I agree that it's important for schools to develop student's ability to dialogue with people different from themselves, particularly because this is a good trait to learn earlier in life.Your response also made me think about how asking ""expansive questions"" can really get at how people think differently and have different perspectives from each other. I agree with you and the book that expansive, open ended questions are a great way to open a dialogue and lead into lessons about how to talk/collaborate with people who have different identities than yourself.",0,0,0,1,1,0,Week 08,0,Influencer
M,O,"Hi O,I jumped the gun. _You are correct. __Schools are the most diverse places (even those that are not racially diverse -- think SES, abilities, religion, political persuasion, etc.) students will encounter. _That is, outside of school they are likely to hang out with people like themselves. _I meant to say then, with this diversity we can teach our students democratic principles. _Attached is a quick article that articulates what I'm trying to say much better: Discussions that Drive Democracy.My question/puzzle is the role of online classes in this. _It seems if set up well, the students engage in conversations that might force them to take on different points of view or at least read/listen to them. _What I like about this is online gives students some space to think before speaking. _My question -- can that skill be transferred to f-2-f?",0,0,0,0,1,1,Week 08,0,Leader
R,M,"Hi, M, I like your point and question about communication and critical thinking skills. Yes, for me, I always feel difficult to propose in-depth or critical thinking in f2f classroom.",0,0,0,0,1,0,Week 08,0,Leader
N,M,"Hi, M:I am not sure I get why it is difficult to propose in-depth or critical thinking in a face-to-face classroom. Can you explain because for me I thrive best in a face-to-face lecture driven classroom.Thanks",0,0,0,1,0,0,Week 08,0,Regular
T,N,"N,If I am following M and R correctly I think what they are trying to say is that with the complexity of these expansive questions or composing in-depth responses, the difficulty may come with the finding the right language or being able to articulate an idea on the spot without enough time for the thoughts to incubate. M & R please correct me if I am wrong.When my wife and I got married, our minister gave each of us some sort of personality profile test. In my results, one of the takeaways that stuck with me was needing extra incubation time for my thoughts. I find it better, instead of making quick responses, to take a moment to formulate exactly what I want to say. _I think that this is even of greater importance when the language used is not the primary spoken language at home",0,0,0,0,1,1,Week 08,0,Starter
S,T,"As an ""incubator"" myself, T, I agree with your perspectives here - and yes, it must be more helpful to have time to compose a response, for those for whom English is not their first language.",0,0,0,0,1,0,Week 08,0,Regular
M,N,"Hi N,You bring up many good points about my initial comments. _I need to clarify. _I don't think it's impossible to do in-depth or critical thinking in f-2-f classes. _In fact, I've seen it done really well. _I can only speak to my experience, so please don't see it as my making generalizations. _That is not my intent. That being said, students have commented to me and in my evaluations that when posed expansive questions in an online asynchronous environment they feel like the time provides them that space to be more critical or in-depth. _They also get to hear/read from a variety of other people, whereas in f-2-f it tends to be the same people who dominate the conversation. _Again, I think an instructor can set up the conversations so that no one person dominates, but in online asynchronous there is so much up-front work done by the instructor that s/he can cut off that domination in the mere set up. _Back to the point, I think T hits it on the head...it's the time. _Online allows those that need to ""incubate"" that time. In f-2-f there is not nearly as much time to think and process.I am like you. _I do better in f-2-f classes where I can read body language and ask questions. _However, being in online classes has also helped me to, well, shut up and listen so I can hear from the incubators that might not speak up in a f-2-f. _It is from them that I often hear/learn something new or a new perspective. _I'm forced to slow down and think too.",0,0,0,1,1,1,Week 08,0,Leader
O,T,"Wow, I come back from vacation and what an interesting discussion there is :-) _One technique that was suggested in a book I read about introverts in terms of making discussion spaces more friendly for them is to send out the discussion questions ahead of time. If you have a class that meets f2f once a week, perhaps send out the discussion questions each week so that those who might need time to incubate have that sort of time. As an introvert myself, I have found this really helpful (slash frustrating when its doesn't happen) in a work environment. If a meeting agenda is sent out ahead of time and the Leaders clearly and specifically communicate what we'll discuss, then I can come to the meeting really prepared to give thoughtful input. If I walk into a meeting without a clear idea of what it's about, then it is a lot harder for me to offer substantial comments.",0,0,0,0,0,1,Week 08,0,Influencer
G,M,"Hi M,Your last paragraph is something that resonated with me...echoes what I have been thinking about for a while, but in reverse! How can discussions around sensitive topics transfer to an online space? Here's the background...As part of my previous program, I also completed a minor in another CEHD department. Their courses, at the grad level, are mostly F2F. There was a great deal of discussion a while back about moving their certificate program online, but ultimately the faculty decided that the online space was not conducive to the types of discussions that they wanted to cultivate in the classroom. Discussions around power, privilege, social justice, classim, racism, many heavy topics that call for a skilled teacher/facilitator who has experience working with groups consisting of individuals at different points in their awareness of these topics. As an educator, how can the potentially transformative process of education work online, and what do I need to do in order to make that happen? (""make"" is not really the word I wanted to use here, as no one can make someone change their views, but I'm referring more to the process side as the educator/facilitator would have more control of that, at least in the initial course design aspect).I read the linked article that you provided. It was a fascinating read, and it reminded me of an article I read a while back (actually, for a course in the minor program I described above) that talked about similar ideas as yours - namely, how to encourage and work through healthy conflict in a classroom when sensitive topics are the topic of discussion. It is vitally important that students know how to talk about decisive topics in a mixed group (meaning multiple viewpoints are represented) as it's something they will encounter all through their life.Do you think the age of the learners plays a part in what format these discussions would take? Are there some skills that need to be learned f2f with others before taking the discussions online?",1,0,0,2,1,0,Week 08,0,Leader
M,G,"Hi G,I just had a moment to skim your article, but promise to really read it later b/c it definitely intrigues me. _To speak personally to your issue, I have taught a class called ""Teaching in A Diverse Society"" online and it was a bear of a class to teach. _As you indicate, the students were at all different levels of awareness on issues of power, racism, sexism, etc. that are required to teach in such a course. _I found that when I taught it online, but had the students in another class f-2-f they trusted me more and were more willing to take risks. _When I taught it exclusively online I had to really work to build trust, but ultimately many of the students saw me as ""in their face"" about these issues of diversity. _This is one reason I'm taking this course, should I ever teach the above mentioned course again I know I need to work on building more trust and community. On an interesting side note, I just so happened to have a conversation about this with a former colleague who is a woman of color. _Whenever she teaches this diversity class for pre-service teachers she prefers to teach it online. _She says often being the only person of color in the room and the person who has power as the teacher can be extremely uncomfortable for her and her students. _It's a power dynamic the students are not used to and when she presents such sensitive topics that you describe she knows her students hold back so as not to offend her. _Which, of course, is the opposite of what she wants - she wants them to ask questions and to make themselves vulnerable in their learning because ultimately she knows that these pre-service teachers will be working with students and families that are different from them.So, in the end I don't have an answer to your question because I think it's all contextual. _I do think this, however, no matter the format the instructor needs to find out what level of awareness the students are at and figure out ways to make space for them to blunder along the way so that they can move on the spectrum of awareness and action. _I also think we need to make space for K-12 educators to bring back the controversial issues so that by the time they come to college they are prepared to deal with differences in a variety of ways and to feel OK that there is never a ""right"" answer.",0,0,0,1,2,0,Week 08,0,Leader
T,M,"M, G, and R,I have really enjoyed reading this thread and thinking about all your comments. As a high school art teacher I also struggle to find a perfect age in which to introduce these things to students. Many of the students I see are under 16 and much of this would be way over their heads and lack the intellectual stamina in most cases.All of you bring up some really interesting thoughts on age and I can't help but to think back to those first few chapters in the Palloff and Pratt text (don't have an exact page) in which they quickly disregarded younger students of being responsible tech users. I have had the privilege of working with some extremely talented high schools who could be capable of such higher level thinking, but when addressing the general population, it becomes an issue of maturity and being able to articulate your thoughts in a concise manner.",0,0,0,0,1,1,Week 08,0,Starter
F,O,"O and M:I think you're both right. The power differential in a student discussion might be one of the smallest we encounter, since we're all of equal rank in our roles as students. But it can also potentially one of the most diverse, although we're often in K-12 with many people from similar backgrounds. Democracy in the sense of having one's opinion count is rare in schools, of course, but I hope it's not rare in student discussions.",0,0,0,0,0,1,Week 08,0,Starter
E,M,"M,You make an interesting point about wishing your parents could take an online class. I've been visiting my parents over the weekend, fixing their wireless router, tweaking their laptops and was just thinking about whether an online class would work for them. I wondered less about the technology hurdles and more about the communication norms of expression. Your post made me wonder what is known about generation issues with adult learners in online learning. Are there social norms that prove to be difficult hurdles with online learning based on generational expectations?",0,0,0,1,0,0,Week 08,0,Regular
N,M,"It is enlightening to read about how excited you appear to be about technology-mediated learning. I would emphatize with your parents, though, as I myself find it challenging to use the emerging technologies that are used in online courses. Maybe it is a generational issue.Your following comment is interesting: Transformative learning takes place through the collaborative process, right? _I might take a dissenting view about what is called Transformative Learning. Some scholars have questioned whether there is such a thing as transformative learning. For example, Michael Newman (2012) in Calling Transformative Learning into Question: Some Mutinous Thoughts, argues that what is generally regarded as transformative is simply good learning, and that transformative learning may not exist as identifiable phenomenon. He suggests several flaws associated with what is called transformative learning. For me the term itself - transformative"" - Bs notions that should not be applied to learning or education. Indeed, some transformative learning theorists sometimes use terms associated with religious experience such as ""spiritual"", ""renewal"". ",0,0,0,1,1,0,Week 08,0,Regular
F,N,"Hi, N:Of the two arguments you mention against the term ""transformative,"" I might just agree with Newman's opinion that it's just good learning. I don't feel the same way about ""transformative"" connoting something that cannot be applied to learning or education, since I guess I believe that learning is a fundamental and profound process that is well in line with my idea of ""transformative.""",0,0,0,0,1,0,Week 08,0,Starter
G,N,"N,Some of the educators' works I read also get at your point - of transformation moreso in the spiritual realm. I can see your argument for its use in that context. I would ask the follow-up question of what is it that's being described as transformative? Is it someone's thought process? Their worldview? What may be transformative to one person may not be for another, depending on where each person is coming from. ",0,0,0,0,1,0,Week 08,0,Leader
F,M,"M:Your discussion with G really intrigues me. When a class is grappling with sensitive topics, it seems to me that the facilitator's real-time input can be critical to keeping the discussion within the bounds of civil discourse. Hurtful things can be said f2f, of course, but there's also the opportunity to diffuse the situation immediately. Asynchronous discourse allows us to ruminate, and potentially, fume or sulk. So, my question is, how does the needed guidance and facilitation happen in an online environment? Moderated posts, perhaps, or confining inflammable topics to synchronous meetings?I'd also be interested in looking at how old the learners should be before something like this is attempted.",0,0,0,1,1,0,Week 08,0,Starter
J,ins,"Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.The first thing that resonated with my was a quote from page 171 ""And last, students should be encouraged-even required-to provide constructive feedback to one another throughout the course. I think the reason this resonated with me so much is because usually when I have taken other online classes I have always dreaded the part about commenting on others ideas or thoughts, partially because it was just one more thing to do but also because I didn't want to offend anyone if I had questions or ideas different from there own. But after thinking about it and really looking at comments that others have made on my initial posts I know now why they are so important. Some of the best ways I have learned in this class are from someone adding there thoughts/ideas/questions to my posts. It has really helped me get a great understanding of what we had just read about and given me a time to broaden my knowledge and ideas.The other thing that really stuck out to me was from page 194 talking about ""not doing it right,"" when talking about online learning. I have found this to stick out to me, because in other online classes I was always worried that I was doing something wrong or going to say something wrong. I think it is important for everyone to remember when taking an online class that many may have anxiety over starting this new type of learning. What is 1 connection/disconnection among the readings?One connection between the readings is in chapter 8 they talked about promoting feedback between students in the class and then in chapter 9 they talked about transformative learning and reflection. I think that a lot of transformative learning takes place because of feedback and discussion in the class. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?One connection between our readings and the class I made is from page 191, where it talks about reflection, particularly self-reflection. I don't know about others but I have found my blog to be a particularly good place to reflect on what I have learned and read about in this class to what I have seen in my other Online Community. What is 1 question or puzzle that you still have regarding the readings?I didn't really have anything that I question or puzzle from the readings. But after looking at the other posts, I really began to wonder, like M, how all of this works for a content specific class? I have never taken an online class like that.",0,3,2,0,0,0,Week 08,1,Leader
B,J,I too have found the blog assignment a nice place to put our discussion and reading into practice.  What am I see and what pieces are missing?  The online community that I am watching really has a lot a nice pieces but there is not much in terms of social present.  Thank you for making this connection,0,0,0,0,1,0,Week 08,0,Starter
A,J,"J, I agree that requiring constructive feedback or comments on others' posts may seem like ""busy work"" at first glance but there are certainly many positive ways that comments affect us, from reinforcing our thought processes to challenging our thoughts, and even bringing up ideas that we had never considered. I also think this gives us another opportunity to connect with one another, which is what community is all about. Thanks for sharing!",0,0,0,0,1,0,Week 08,0,Influencer
F,A,"A, I agree. Very well put! I think the quality of our interactions is enriched by the expectation Instructor set at the beginning of class for thoughtful, respectful discourse, and by the fact that we're all interested in teaching and learning, and therefore in communicating.",0,0,0,0,1,0,Week 08,0,Starter
L,J,Hi J!I agree with you that it would be interesting to research different online communities and how their similarities/differences make up their online community. We have experience with this specific course--but how are other online classes organized and facilitated? (moodle vs ning vs other sites?),0,0,0,1,0,0,Week 08,0,Peripheral
H,J,"Hi J,Thank you for being honest on your thoughts about commenting toward other posts. _I to would get nervous, or I fear I wasn't intelligent enough to respond to other posts. _I too have learned the benefit in responding, and the main reason for me is to ""see"" that others are responding in the same manner as me.!!!! _Sometimes, I would find post that were very similar to mine, or I would see posts that would say, "" I really didn't understand the reading"", but I will post this....Just as I was feeling!!!!I am almost done with my degree and all of my classes have been online, it has been great! _I don't know if I could go f2f anymore :) ",0,0,0,0,1,0,Week 08,0,Leader
T,J,"J,Completely agree with your comments on the connection of chapter 8 & 9. Seems like you can't have one without the other.",0,0,0,1,0,0,Week 08,0,Starter
P,J,"Hi J,I agree that the connection between among the reading; chapter eight is talking about promoting feedback between students in the class and then chapter nine is talking about transformative learning and reflection. I also enjoyed the both readings and liked your two high lights!",0,0,0,1,0,0,Week 08,0,Peripheral
E,ins,"Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.I liked the idea of capturing ""aha"" moments through intentional reflection and creating space for it. I think that is why the blog for each of our online communities is working for me. It's allowing me to think about the past week and what I've noticed, how its helped me to be part of a conscious community, and where I have moved through and because of it. I also like the idea of it being part of a triple loop so that in the actual reflection we are also changing our assumptions. Earlier in our course the idea of the double loop came up on one of the discussion threads. These chapters helped me understand that concept better.What is 1 connection/disconnection among the readings?The other idea I related to in these chapters is the ""disorienting dilemmas."" _I would definitely say that a few times I have felt like I was back in 4th grade, my best friend just moved away, I was picked last for kick ball and I have no idea how to negotiate my next steps. I don't know that I would characterize some of my confusion in navigating online classes and the relationships I have developed through these classes as strongly as the reading -- psychic distortions seems a bit much to me...but definitely like I don't have all skills to work through the learning process sometimes.Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?Again, I liked that these chapters brought the metacognitive piece into the online learning. With the community of inquiry and community of practice frameworks that piece does not seem to be explicitly discussed. I think it fits really nicely into the idea of a conscious community - if you are reflecting on your own learning you are better able to help others in the community with their learning and transformation.What is 1 question or puzzle that you still have regarding the readings?I think the challenge or puzzle in online courses would be to strike a balance between providing space for reflection and keeping mometum going. I'll confess that I have struggled in and out of yoga classes because sometimes feel like a caged bird in the Shavasana at the end of the class. I would think that too much reflection space can slow down the learning as well.",0,2,3,0,0,0,Week 08,1,Regular
J,E,"E, I agree that the blog about our online communities is really helping me. I think it has been great to help me reflect on what we have read and talked about in class and make connections to what I have seen in my other online community.",0,0,0,0,1,0,Week 08,0,Leader
B,ins,"2 Highlights from the reading:I have really enjoyed this book and often find it hard to pick out pieces because I have so many- _In chapter 8 one of the quotes that jumped out to me was on page 158 ""The online environment can be a lonely place. Students and faculty alike report feelings of isolation when working online."" _I would strongly agree with this statement. _Online learning is a process that you need to responsible for your own learning and be motivated to stay on-task and keep up with the course work. You do not have that weekly physical check in of a class or instructor. _At the beginning I found this isolation to be more of a problem than I do today as I have adjusted to the style. Chapter 9 really talked about the reflection and on page 186 stated ""Another parallel process should be self-refection. _Participants should ask themselves, ""How am I growing and changing as a learner and as a person through all of these interactions?"" _Self reflection has been a big piece of many of my classes and through this my reflection skills have been strengthen in many ways. _Self reflection is not always an easy or fun process, yet the importance is large. _It gives you the chance to see of the material is growing and changing and how the connections are coming together.One Connection in the reading:The idea of transformational learning was discussed on page 187. Mezirow (1990) states that perspectives are transformed when learners encounter what her terms disorienting dilemmas"" _It goes on to say that ""online classroom is fertile territory for transformative learning."" To me this statement is also connecting to the importance of reflection and looking at how the material is connecting and what questions do I still have and in what ways has my learning changed. __Reflection often causes us to encounter disorienting dilemmas as we think about new material and read others ideas.I feel that all the material from the past topics and reading continues to build upon each other. _We are continuing to hear about the importance of social presence and reflection. _I really have enjoyed how they continue to make connections- this has allowed for me deeper learning to take place. Questions :I do not have any questions- _My only thought is how helpful this class has been to really learning and understanding online classes. _I teach in parent education and I do believe that online parenting classes is something that we will see more and more of in the future. _As parents continue to get busier and busier online classes are going to be a way to share information, have questions answered and new connection made.",0,2,3,0,0,0,Week 08,1,Starter
G,ins,"Two highlights from the readings:need to connect course content with ""real world"" happenings - in other words, having the students either answer the question of ""when am I going to use this?"" or helping them make the connections. Sometimes, even as adult learners we may need help with that. I'm thinking specifically of the ""problems, interests, and experiences as springboards for learning"" section in Ch 8.learning about technology by using it - especially true. One example for me - using Twitter. I initially started my master's program with the goal of moving into academic advising. There were not many students in my program with similar career interests, and I came across two weekly Twitter chats that were helpful - one for academic advisors, and one for student affairs (#sachat) pros. Through these chats I felt somewhat more connected to others who shared my professional interests. I still follow some of the acad adv and sachat folks, but now it's mostly been taken over by edtech :) Using Twitter has helped me experience firsthand the role that social networks can play in learning. Connection/disconnection:Thinking back to the section on introductions, I was surprised to read about the description of the student who was not present online for a while due to the lack of comments on his/her introduction (I will add page #s here later - my book and I are in two different places right now, and I didn't write down the pg #s in my notes) . While it was written in the context of an online class, for some reason it made me think back on other f2f grad courses that I have taken, and the role that introductions played in those courses. (I've been thinking quite a bit lately about what it means to teach online v. f2f - what changes, what stays the same, etc from the perspective of an instructor.) I'm wondering if introductions in an online course, and the following responses, could actually make for deeper connections to occur - especially having the instructor model a response. In the f2f classes that I took, we did not get a chance to personally respond to each person's introduction. Connection/disconnection to CI 5323: It has been terrific to see how this class models what is talked about and explained in our text. The question that I started the M.Ed. LT program with, ""What does high-quality, engaging online learning look like, and how can I do it?"" has begun to be answered in leaps and bounds throughout this class. I maybe should have added ""formal"" to my question too, now that I think about it, as to me there's some pretty significant distinctions between informal and formal online learning. Question or puzzle that you still have: Content organization when the class reaches the halfway+ point. In Ch 8, the instructor/one of the authors posed a question about creating a meta space for reflection of the overall online learning process and other items learners may have questions about (again, will add page #s here later). Some students responded favorably, and others were concerned about the many ways to find info, respond to comments, and overall navigation of their learning space.",0,3,2,0,0,0,Week 08,1,Leader
C,G,"Definitely agree, ""Learning about technology by using it!"" Twitter is such a great example to use. Like yourself, I joined Twitter in 2009 and didn't really use it much until about 2012. Since then, I've been able to connect with many people that I share interests with, and have learned a great deal of new information from this technology.",0,0,0,0,1,0,Week 08,0,Regular
J,G,"G, I definitely agree with you that connecting content to real world happenings is so important. I know often times I tend to ignore things in classes because I can't make a connection to why this would be important for me to use in the real world. Making these connections is so important for students because it helps them see the importance of what they are learning about! Great point!",0,0,0,0,1,0,Week 08,0,Leader
S,G,"G, I appreciated your insight about the benefits of online students introducing themselves and, with guidance from the instructor, reply back to each other in an effort to mitigate the feelings of solitude among members - and that in typical F2F courses, only the self-introductions are done, rarely with any feedback from the others. I hadn't thought about this aspect of the F2F courses, but it's generally true, in my experience. Not until we break into groups and begin working together in the F2F environment, do we really come to know each other. Interesting comparison.",0,0,0,0,1,0,Week 08,0,Regular
D,ins,"Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. One idea that I strongly agree with is _Encouraging Comment on Introductions. It says, _All of us need acknowledgement and to feel welcomed into a new situation. The promotion of human connection allows students to begin forming the relationships that are the basis for collaborative learning. (Chapter 8, pp.164).Introduction is a traditional and excellent icebreaker, and also it facilitates the building of social presence. Comment from peers is something of significance to make one feel being accepted and welcomed, and not a dispensable visitor, which will affect one_ positivity and initiative to join further class activities to a great extent. Moreover, initiating communication and interaction from comment helps to build relationships among classmates in a short time, and indirectly devotes to the development of sense of a community.Another quote struck me out is that _critical self-reflection is a crucial component of transformative learning and that, in fact, transformative learning cannot occur without it (Chapter 9, pp.198). As transformative learning is the process of perspective transformation, and it is about who I am as a person, have I changed and how I changed. So, self-reflection, which does answer those questions, plays a critical role in transformative learning. What is 1 connection/disconnection among the readings? From my point of view, Chapter 8 and Chapter 9 are closely tied together. Chapter 8, _Promoting Collaborative Learning, talks about the means of formulation of a share goal for learning, real-life applications as springboards for learning, and dialogue as inquiry, which seems like the preparation, and means towards _Transformative Learning that Chapter 9 is about. What is 1 question/puzzle that you still have regarding the readings? While I was reading examples of posts by Mike in pp.201, a question bumped into my mind. Students attempt to express who they are textually in an online course, however, it seems informal to write assignments that way. So my question is, to what extent should we encourage conscious reflection and acknowledge the unconscious? And how to measure and determine the criteria?",0,2,2,0,0,0,Week 08,1,Peripheral
M,D,"D,I l-o-v-e your question/puzzle. _Like the authors suggested, I am one of those people who at first blush look at lower case text with informal writing not up to par for academic settings. _However, I have grown more open to it because I recognize this can be a generational thing and it could be a communication style difference. _My mom uses capital letters sometimes in her emails and even though I've told her that's like yelling at me, her response, she was just so excited. _I told her that's what exclamation points are for. _But, she saw caps as her ""excited voice."" _Of course, I told her that she ought not do that outside of the family though.I wonder if you can even develop criteria for the unconscious. _Is that even possible, because once you acknowledge it becomes conscious, right? _I'm wondering if in the critical self-reflections students could look at how they communicated over the course of a semester to see how their styles may have change in time or in context. _Perhaps in these reflections is where one can evaluate their conscious and unconscious.",0,0,0,0,2,0,Week 08,0,Leader
Q,ins,"It seems that questioning and higher order thinking skills are mentioned on page 171 under encouraging expansive questioning. It is stated that ""when students become excited by the learning that expansive questions create, they can become adept at asking the same types of questions themselves. This serves to propel the learning of all involved to much higher levels"".In teaching this is the most challenging as the facilitator has to guide and redirect students to achieve that goal. It works with some groups and some students struggle with it. As a facilitator you cannot provide too many leads in the direction of critical thinking as the group must critically expand their own thoughts. Content background knowledge is the starting point but where it can go from there depends upon the group with some groups needing more facilitation than others. The key lies in the balance of providing too many leads or too little support. The ways to add more collaboration is through ""blogs, wikis, web pages, jigsaw activities, online journals, webQuests"" etc that encourage learning through activities that encourage and support collaboration.The connection between the readings is clear in the process and the implementation phases of teaching and learning. I would like to know of resources that bring different learning styles to the collaborative model to _meet the needs of all learners.",0,2,2,0,0,0,Week 08,1,Regular
E,Q,"Q,__ I also resonated with the text discussion of expansive questioning. I have been reading about the idea of knowledge transfer in teaching undergraduates science and Randi Engle's idea of expansive framing to promote this type of learning transfer.  I liked the idea that part of this expansive framing can be placed in the hands of the students by encouraging the collaborative student to student interaction and questioning. I wondered whether a collaborative approach would help that learning persist beyond the single course experience?",0,0,0,2,0,0,Week 08,0,Regular
Q,E,I am so glad that you are considering the idea. It works with structure depending upon the group. Providing some scaffolding into leading questions would help provide direction to the group discussions and activities. After that you let the group come up with the critical thinking thoughts and most of the time they will if the groups are organized by you accurately.,0,0,0,0,1,0,Week 08,0,Regular
H,Q,"Hello Q,This can be challenging for the facilitator I would agree...I like leading questions before the readings so you can begin to target your thoughts and capture them in the reading. _After discussion question are answered, learning from your colleagues is very important. _I do like to add some more styles as to what the readings are about, so video clips and other ways to tell the story is great...",0,0,0,0,0,1,Week 08,0,Leader
